"inline_NO_brace","inline_YES_brace","nextline_brace","double_backslash_NO_Space","double_backslash_YES_Space","single_backslash_asterisk","NO_parenthesis","YES_parenthesis","unary_NO_space","unary_YES_space","NO_binary_NO","NO_binary_YES","YES_binary_NO","YES_binary_YES","Programmer"
0,69,0,1,1,15,0,50,0,0,0,19,10,87,F
0,114,0,3,7,52,0,88,17,0,14,172,16,288,F
0,22,0,0,7,4,0,15,2,0,15,32,16,39,F
0,192,0,5,22,45,0,171,2,0,7,61,18,307,F
0,24,0,1,0,9,0,25,2,0,14,34,19,59,F
0,30,0,1,2,9,0,59,0,0,5,25,16,92,F
0,16,0,1,0,6,0,6,1,0,0,21,11,40,F
0,29,0,1,5,13,0,31,0,0,12,30,20,30,F
0,160,0,1,10,49,0,144,1,0,7,76,40,215,F
0,141,0,1,0,52,0,119,5,0,16,96,39,237,F
0,1,0,0,0,0,0,9,0,0,0,5,7,14,F
0,3,0,0,0,0,0,14,0,0,0,8,5,21,F
0,2,0,1,0,1,0,1,0,0,0,2,6,0,F
0,2,0,0,0,4,0,3,1,0,0,0,5,7,F
0,1,0,0,0,19,0,0,0,0,0,1,1,155,F
0,2,0,1,0,1,0,1,0,0,0,2,4,1,F
0,3,0,0,0,6,0,1,0,0,0,2,5,2,F
0,6,0,1,1,4,0,0,1,0,0,14,9,6,F
0,16,0,4,2,4,0,2,1,0,0,22,8,17,F
0,19,0,2,4,5,0,8,1,0,0,44,23,39,F
0,8,1,2,1,5,0,2,1,0,0,26,11,11,F
0,8,0,2,1,5,0,0,1,0,1,13,11,5,F
1,19,0,5,52,6,1,13,0,0,6,35,24,55,F
0,5,0,0,2,1,0,7,0,0,0,1,5,16,F
0,3,0,0,1,1,0,2,0,0,0,0,1,4,F
1,20,0,4,52,7,1,15,0,1,6,36,24,60,F
0,5,0,0,2,1,0,7,0,0,0,1,5,16,F
1,4,0,0,3,1,1,3,0,0,0,1,3,12,F
0,4,0,0,4,1,0,3,0,0,0,0,1,8,F
0,41,0,0,8,1,0,39,1,1,1,17,12,85,F
0,2,0,0,0,1,0,1,0,0,2,8,6,4,F
0,22,7,0,0,7,0,14,0,0,0,41,13,157,F
0,10,0,0,0,14,0,5,0,0,0,19,6,10,F
0,14,1,0,8,3,0,16,0,0,0,25,6,36,F
0,18,0,1,15,4,0,18,0,0,5,20,14,52,F
0,13,0,0,14,4,0,24,0,0,0,17,8,42,F
0,34,2,0,8,4,0,53,0,0,0,26,10,102,F
0,27,1,0,8,3,0,50,0,0,0,22,9,110,F
0,20,0,0,8,4,0,21,0,0,0,22,9,43,F
0,14,0,0,7,9,0,18,1,0,0,19,10,39,F
0,28,0,0,10,6,0,41,0,0,0,24,10,59,F
0,159,1,0,93,25,0,258,0,0,37,204,60,598,F
0,27,1,0,19,7,0,44,0,0,0,33,10,113,F
0,41,2,0,21,5,0,60,6,0,1,36,13,152,F
0,46,1,3,25,9,0,74,0,0,1,50,18,174,F
0,20,0,0,7,1,0,21,0,0,0,49,12,116,F
0,105,0,1,19,9,0,144,1,0,6,74,14,275,F
0,32,0,0,8,11,0,40,0,0,0,31,16,85,F
0,30,0,0,13,14,0,31,1,0,0,24,16,160,F
0,18,0,0,5,0,0,29,0,0,1,26,15,40,F
0,184,3,1,34,42,0,201,5,0,7,199,76,522,F
0,18,0,0,17,0,0,25,0,0,0,19,17,33,F
0,9,0,0,7,3,0,19,0,0,0,33,7,54,F
0,40,0,1,9,38,0,43,2,0,1,34,20,102,F
0,17,0,1,16,9,0,19,0,0,3,22,15,44,F
0,60,0,0,13,11,0,92,1,0,1,53,14,159,F
0,47,0,1,13,4,0,44,0,0,2,48,20,122,F
0,17,0,0,10,5,0,17,0,0,1,20,10,52,F
0,23,0,2,18,4,0,25,0,0,1,24,17,35,F
0,14,0,0,9,5,0,11,0,0,0,16,13,42,F
0,17,1,0,8,19,0,19,0,0,0,15,11,69,F
0,107,0,0,15,18,0,147,1,0,4,74,36,262,F
0,12,0,0,9,4,0,17,0,0,0,16,9,35,F
0,36,0,0,41,5,0,27,8,1,1,50,20,84,F
0,12,0,0,13,5,0,11,0,0,1,16,12,38,F
0,20,0,0,15,6,0,31,0,0,0,22,8,51,F
0,10,1,0,9,3,0,14,0,0,0,19,6,40,F
0,19,1,0,8,9,0,27,0,0,0,24,6,70,F
0,15,0,0,9,4,0,22,0,0,0,31,7,62,F
0,14,1,0,8,5,0,18,0,0,0,20,6,52,F
0,38,0,0,9,4,0,25,0,0,3,24,16,38,F
0,28,0,0,32,3,0,44,0,0,0,52,11,95,F
0,10,0,0,17,6,0,14,2,0,4,20,15,28,F
0,33,0,0,9,3,0,45,0,1,1,43,17,93,F
0,133,0,6,36,224,0,157,14,0,5,237,49,494,F
0,30,0,1,22,2,0,23,0,0,0,35,26,55,F
0,40,0,3,21,7,0,54,1,0,0,29,10,81,F
0,63,1,0,11,9,0,95,1,0,3,54,14,172,F
0,77,0,1,20,51,0,92,2,0,5,91,23,275,F
0,21,0,0,8,8,0,32,1,0,0,26,7,63,F
0,21,0,1,12,3,0,30,0,0,1,43,7,55,F
0,18,0,1,8,3,0,20,0,0,1,26,8,36,F
0,23,0,0,18,4,0,28,0,0,1,42,25,63,F
0,13,0,0,10,3,0,15,0,0,0,19,7,34,F
0,19,0,0,5,5,0,22,0,0,1,13,6,45,F
0,4,0,0,0,0,0,0,0,0,0,4,2,8,F
0,19,0,0,20,4,0,29,0,0,0,17,8,50,F
0,31,0,0,21,10,0,37,0,0,0,29,8,77,F
0,18,0,1,17,10,0,25,0,0,10,48,22,54,F
0,28,18,25,195,9,0,14,2,0,10,163,181,57,F
8,120,20,1,4,54,0,99,1,0,4,395,64,377,F
0,19,0,0,0,1,0,34,0,0,0,9,9,59,F
0,93,0,3,43,16,0,89,0,0,23,153,24,232,F
2,109,0,0,0,41,0,93,0,1,5,75,55,214,F
0,1,0,2,0,2,0,0,0,0,4,452,155,219,F
0,8,0,0,0,9,0,6,0,0,1,11,13,16,F
0,12,0,0,0,7,0,14,0,0,3,12,22,21,F
3,71,60,0,6,2,0,43,0,0,20,192,7,152,G
0,15,0,0,0,2,0,9,2,1,0,31,3,30,G
0,10,0,0,0,2,1,4,0,0,0,19,2,18,G
0,18,2,0,0,2,1,3,0,0,1,28,4,30,G
0,12,2,0,3,2,1,4,0,0,0,36,2,38,G
0,10,0,0,0,2,0,4,0,0,0,5,4,12,G
0,23,0,0,0,2,0,7,0,0,0,54,2,47,G
0,7,0,0,0,2,0,3,0,0,0,19,3,16,G
0,4,0,0,0,3,0,0,0,0,0,3,2,12,G
0,19,0,0,5,2,1,3,0,0,0,36,3,32,G
0,27,7,0,0,4,1,14,0,0,1,36,4,57,G
0,38,0,0,4,2,1,19,0,1,16,74,4,132,G
0,36,0,1,17,4,2,16,0,0,280,25,12,390,G
0,17,0,0,0,2,1,1,0,0,0,41,3,26,G
0,8,0,0,0,1,0,2,0,0,2,15,4,9,G
0,47,0,0,0,2,0,13,1,0,4,66,3,43,G
0,26,0,0,0,2,0,19,0,0,0,33,2,50,G
0,32,0,0,0,2,0,16,2,0,4,89,4,77,G
0,4,0,0,0,2,0,0,0,0,1,3,1,7,G
0,24,11,1,3,2,5,18,0,0,3,44,8,50,G
0,56,0,0,0,2,1,31,1,0,1,71,2,65,G
0,25,0,0,1,1,1,15,0,0,5,49,4,34,G
0,4,0,0,0,4,0,1,0,0,0,7,3,3,G
0,11,0,0,0,2,0,1,0,0,0,22,0,20,G
0,49,0,0,0,2,0,27,0,0,1,60,2,81,G
0,6,0,0,0,2,0,1,0,0,1,20,5,13,G
0,28,0,0,3,42,1,23,1,1,10,55,6,80,G
0,52,9,0,9,4,1,17,0,0,0,81,2,62,G
0,3,0,0,0,2,0,3,0,0,0,3,0,4,G
0,21,0,0,0,3,0,16,0,0,3,31,9,40,G
0,51,1,1,5,2,2,35,1,0,9,93,6,195,G
0,73,0,0,3,2,5,45,5,3,14,152,19,206,G
0,42,0,0,15,2,0,34,0,0,2,100,3,141,G
1,23,0,0,0,2,1,13,0,0,6,50,4,54,G
0,50,1,0,3,2,0,47,1,0,10,62,5,141,G
0,67,0,0,9,2,0,56,2,20,5,77,4,157,G
0,6,0,0,1,2,0,6,0,0,0,11,4,16,G
1,22,0,0,0,3,1,16,1,0,3,33,3,72,G
0,6,0,0,0,2,0,1,0,0,1,13,5,13,G
0,10,0,0,0,2,0,5,3,2,0,24,0,24,G
0,29,0,0,1,2,1,14,0,0,9,57,11,41,G
0,10,0,0,0,2,0,5,0,0,3,7,0,21,G
0,6,0,0,0,2,0,2,0,0,1,13,7,7,G
0,40,0,7,2,4,0,30,0,0,8,75,5,101,G
0,10,0,0,2,1,1,5,0,0,1,17,2,17,G
0,8,0,0,0,5,7,0,0,0,4,9,4,24,G
0,1,0,1,0,1,0,0,0,0,0,2,3,2,G
0,37,0,2,4,29,3,24,4,0,2,34,11,105,G
1,23,0,0,3,11,8,10,0,0,2,26,19,56,G
0,97,40,1,4,4,4,8,10,1,12,43,6,200,G
3,254,0,2,22,5,2,188,0,0,16,352,13,630,G
0,12,0,0,0,1,0,9,0,0,1,14,0,27,G
0,23,0,7,3,1,0,22,0,0,6,191,7,224,G
0,29,0,3,0,1,0,26,0,1,5,42,4,62,G
0,57,0,2,122,2,0,25,3,1,36,90,9,77,G
0,274,6,1,8,10,1,220,1,61,15,394,18,675,G
0,36,0,3,0,1,0,26,0,0,2,57,1,88,G
0,26,0,0,0,1,0,17,0,0,1,18,5,54,G
0,19,0,0,1,1,1,13,0,0,3,62,8,19,G
0,22,0,0,3,1,0,5,0,0,4,29,3,21,G
0,36,0,1,0,1,4,26,0,0,3,85,2,72,G
2,71,5,4,7,1,1,70,0,1,5,89,8,167,G
0,74,0,5,6,2,1,49,1,0,2,143,4,186,G
0,38,0,1,0,1,0,19,0,0,0,34,0,91,G
0,1,20,1,0,47,0,19,0,0,1,97,15,105,G
0,5,0,0,0,1,0,0,0,0,0,9,3,6,G
0,52,1,1,0,3,1,40,3,0,15,87,3,190,G
0,65,0,0,9,1,1,59,0,0,5,68,3,152,G
0,11,0,0,0,1,0,6,0,0,0,15,0,32,G
1,25,0,0,1,1,1,14,0,0,5,54,4,53,G
0,78,19,0,15,1,1,45,0,0,9,223,2,153,G
0,14,0,0,0,1,0,9,0,0,0,22,2,24,G
0,29,0,0,0,3,0,21,0,0,13,55,7,65,G
0,25,0,0,0,1,0,9,0,0,10,59,5,57,G
0,76,0,2,0,2,0,51,0,0,13,135,2,153,G
0,77,0,0,2,1,1,64,0,0,4,131,5,238,G
0,78,25,1,1,2,2,57,20,3,6,244,3,200,G
0,31,0,0,0,4,0,23,0,0,6,73,1,89,G
3,16,4,0,0,24,0,49,7,0,3,13,13,76,G
0,20,18,0,0,48,2,48,1,1,1,67,6,80,G
0,1,9,0,0,11,0,12,0,0,0,15,0,17,G
0,13,7,1,0,16,0,20,3,0,0,26,4,44,G
0,0,6,0,0,11,0,11,2,0,1,15,11,20,G
0,147,0,0,0,105,0,69,0,0,14,268,144,332,G
0,117,0,0,0,196,0,102,5,0,5,236,100,169,G
0,63,26,0,0,88,0,32,9,0,9,148,48,91,G
0,22,13,0,0,16,0,10,2,0,0,42,18,67,G
0,154,1,0,0,95,0,73,0,0,12,245,77,241,G
0,24,8,0,0,19,0,11,0,0,0,27,21,23,G
0,1,0,0,0,20,0,0,0,0,0,32,1,1,G
0,41,5,0,0,66,0,34,9,0,11,105,36,60,G
0,92,0,0,0,108,0,63,0,0,0,105,66,211,G
0,76,0,0,0,159,0,65,0,0,11,129,54,248,G
0,22,0,0,0,6,0,10,2,0,4,76,19,32,G
0,15,0,0,0,18,0,10,0,0,1,24,19,58,G
0,129,1,0,0,264,0,98,0,1,7,183,101,319,G
0,3,12,0,1,5,0,1,0,0,0,15,3,1,G
0,83,22,0,0,146,0,43,4,1,13,141,92,147,G
1,85,0,6,0,97,0,64,0,0,7,73,43,109,G
0,50,36,0,0,33,0,18,4,0,1,87,35,67,G
0,6,0,0,0,11,0,6,0,0,2,10,8,24,G
0,61,13,0,0,166,0,47,2,0,5,152,75,98,G
0,67,0,0,0,91,0,58,5,1,15,87,25,139,G
0,2,0,0,0,50,0,0,0,0,3,47,2,0,G
0,39,14,0,0,44,0,21,2,0,14,53,34,57,G
5,213,2,1,0,292,1,108,1,0,11,340,161,342,G
0,20,1,0,0,52,0,9,0,0,2,51,33,109,G
0,17,0,0,0,28,0,14,3,0,4,34,20,66,G
0,180,18,0,0,216,0,158,32,1,44,306,125,507,G
1,81,1,0,0,122,0,76,1,1,22,107,51,189,G
0,42,9,0,0,71,0,39,4,0,22,115,19,77,G
0,16,0,0,0,18,0,11,0,0,3,36,15,13,G
0,51,0,0,0,147,0,59,2,1,14,105,50,130,G
1,4,37,0,0,20,0,65,8,0,160,68,7,4,G
0,24,0,0,0,8,0,22,0,0,5,67,27,80,G
0,29,7,0,0,43,0,29,2,0,0,41,21,102,G
1,176,1,1,1,222,1,137,2,0,32,213,92,426,G
0,8,0,0,0,9,0,6,0,0,0,6,7,24,G
0,103,0,0,0,99,0,87,1,0,19,216,68,199,G
0,1,0,0,0,1,0,2,0,0,1,4,1,6,G
0,1,0,1,0,1,0,0,0,0,0,2,3,2,G
1,91,8,1,3,2,0,5,0,2,3,32,6,105,G
0,60,0,11,51,3,3,51,4,3,5,85,17,228,G
0,21,34,0,6,2,0,6,0,4,11,27,8,72,G
0,1,0,0,0,1,0,2,0,0,1,4,1,6,G
0,1,0,0,0,1,0,0,0,0,0,0,2,0,G
1,91,8,0,3,2,0,5,0,2,3,30,6,105,G
1,52,0,11,42,2,2,41,4,3,4,80,11,241,G
0,21,34,0,4,2,0,6,0,4,11,27,8,72,G
0,44,0,0,11,1,2,52,0,2,3,43,17,109,G
0,0,0,0,0,2,0,0,0,0,0,0,0,0,G
0,5,3,0,0,2,0,5,0,0,4,24,3,18,G
0,1,0,1,0,1,0,0,0,0,0,2,3,2,G
0,209,9,0,3,6,0,10,2,1,23,118,7,291,G
0,115,0,1,43,2,8,125,4,1,57,205,40,397,G
1,23,34,1,0,2,0,14,0,2,14,37,9,128,G
0,9,0,0,0,3,0,8,0,0,2,8,3,13,G
0,1,0,0,0,1,0,0,0,0,0,0,2,0,G
0,38,7,2,3,2,0,3,0,0,1,16,5,50,G
0,29,0,3,5,10,0,19,2,0,10,50,16,98,G
0,33,34,0,6,12,0,20,0,5,14,47,24,128,G
0,1,0,0,0,0,0,0,0,0,0,2,0,1,G
0,24,42,0,2,2,0,13,0,0,13,23,16,111,G
0,1,0,1,0,1,0,0,0,0,0,2,3,2,G
1,109,13,0,2,2,0,6,0,2,8,45,5,132,G
0,33,0,0,30,3,1,24,7,0,7,26,25,157,G
0,1,0,0,0,0,0,0,0,0,0,2,0,1,G
0,85,2,0,0,2,0,0,0,0,3,19,0,78,G
0,1,0,0,0,1,0,0,0,0,0,0,2,0,G
0,2,0,0,1,2,0,0,0,0,0,8,1,2,G
0,3,0,0,1,4,0,0,0,0,0,8,3,28,G
0,7,0,0,0,3,0,3,0,2,0,2,4,10,H
0,205,96,1,6,29,1,317,1,0,12,575,216,518,H
31,733,146,5,74,102,31,758,7,3,81,923,316,2052,H
1,97,26,2,16,12,3,186,0,0,6,238,101,428,H
0,57,12,0,21,2,0,67,0,0,0,50,31,127,H
7,312,78,1,23,62,14,442,2,0,18,675,251,1029,H
12,544,105,26,4,33,3,347,4,3,109,831,259,753,H
0,72,0,1,28,42,2,38,0,4,7,79,37,146,H
0,17,0,1,0,8,0,9,0,0,0,17,7,10,H
0,0,0,1,0,2,0,0,0,0,0,1,3,0,H
0,7,0,1,5,5,0,6,0,1,2,10,6,28,H
0,205,96,1,6,29,1,317,1,0,12,575,216,518,H
31,733,146,5,74,102,31,758,7,3,81,923,316,2052,H
1,97,26,2,16,12,3,186,0,0,6,238,101,428,H
0,57,12,0,21,2,0,67,0,0,0,50,31,127,H
7,312,78,1,23,62,14,442,2,0,18,675,251,1029,H
0,12,3,0,1,1,0,10,0,0,1,24,14,44,H
12,544,105,26,4,33,3,347,4,3,109,831,259,753,H
28,3,1,1,1,6,26,6,3,0,96,80,9,120,H
6,10,9,2,10,11,5,12,1,0,111,24,5,102,H
0,3,2,0,0,0,0,6,0,0,18,4,4,14,H
3,7,2,1,1,0,0,18,0,0,47,5,5,20,H
5,10,4,1,0,7,1,15,0,0,14,13,8,27,H
0,0,3,0,0,2,0,1,2,0,2,0,5,5,H
0,9,4,1,2,3,0,11,6,0,63,4,7,44,H
1,5,3,0,0,0,0,6,0,0,35,1,0,31,H
0,0,1,0,0,5,0,0,0,0,8,0,6,8,H
3,7,6,0,2,2,0,12,0,0,43,9,16,46,H
0,1,2,0,1,3,0,2,0,0,5,0,1,2,H
3,13,6,0,0,21,0,24,1,0,68,5,7,62,H
1,3,1,0,0,16,0,2,1,1,3,0,3,14,H
1,5,5,0,6,1,0,12,0,0,71,4,3,42,H
1,6,2,0,0,6,0,7,0,0,15,13,1,54,H
1,12,7,1,0,2,1,29,10,0,103,8,13,55,H
0,5,0,0,0,1,0,3,1,0,0,8,8,11,H
0,8,0,0,0,1,0,7,1,0,0,12,5,11,H
1,678,16,0,0,361,0,892,44,1,9,745,503,2018,H
0,155,0,0,0,15,0,83,1,0,0,170,112,154,H
16,160,20,1,0,67,0,143,55,0,5,207,104,457,H
0,208,1,0,0,45,0,229,1,0,2,296,46,489,H
0,8,0,0,0,3,0,4,0,0,0,18,10,18,H
0,8,0,0,0,1,0,7,1,0,0,5,8,28,H
0,25,0,0,0,14,0,18,0,0,0,5,16,48,H
0,32,0,0,0,6,0,18,2,0,2,23,28,56,H
24,766,99,3,0,661,0,867,288,0,15,1982,781,1346,H
0,12,0,0,0,2,0,6,0,0,0,11,15,37,H
0,11,0,0,0,1,0,12,3,0,1,11,8,41,H
0,8,0,0,0,4,0,10,1,0,0,12,7,19,H
0,18,0,0,0,3,0,30,0,0,0,11,6,33,H
0,9,0,2,0,7,0,8,0,0,2,8,11,11,H
0,7,0,0,0,3,0,6,0,0,4,8,12,8,H
0,9,0,0,0,4,0,7,0,0,1,11,8,11,H
0,21,0,0,0,7,0,22,1,0,0,42,31,52,H
0,19,0,0,0,7,0,33,0,0,0,11,9,35,H
0,111,0,0,0,25,0,95,11,0,0,268,134,218,H
1,8,44,0,0,1,0,42,0,0,0,79,85,73,H
0,6,39,0,0,6,0,41,0,0,4,74,34,53,H
0,14,27,0,0,10,0,50,0,2,0,43,12,96,H
0,3,32,0,0,5,0,42,0,2,6,63,34,62,H
0,2,8,0,0,1,0,5,0,0,2,20,14,5,H
0,3,45,0,0,17,0,83,0,4,5,81,30,158,H
0,3,19,0,0,1,0,18,0,0,2,39,17,30,H
0,2,25,0,0,1,0,21,0,0,2,50,21,35,H
0,2,16,0,0,1,0,14,0,0,2,34,17,18,H
0,2,16,0,0,2,0,10,0,2,3,37,18,21,H
0,2,16,0,0,1,0,11,0,0,3,33,20,22,H
0,3,19,0,0,1,0,18,0,0,3,42,16,43,H
0,0,1,0,0,1,0,0,2,0,6,1,1,27,H
0,0,17,0,0,4,0,15,1,0,3,11,16,47,H
0,16,128,0,0,78,0,210,1,6,22,268,166,545,H
0,28,237,0,0,61,1,351,0,28,17,242,216,671,H
0,7,136,0,0,25,0,174,0,0,14,152,120,379,H
0,0,17,0,0,2,0,16,0,0,3,21,23,59,H
0,11,40,0,0,4,0,39,0,1,1,114,22,51,H
0,8,30,0,0,14,0,45,0,1,1,64,23,74,H
0,2,26,0,0,20,0,48,0,0,2,36,52,57,H
14,8,107,0,0,31,8,134,0,0,1,97,109,141,H
0,27,589,4,0,218,12,293,0,23,12,581,92,630,H
0,0,10,0,0,1,0,17,0,0,0,16,10,30,H
0,2,20,0,0,1,0,25,0,0,0,15,23,38,H
0,0,16,0,0,10,0,20,0,0,4,8,15,34,H
0,5,115,0,0,25,6,169,0,0,7,119,69,279,H
0,3,56,0,0,15,0,83,0,6,0,56,45,157,H
0,17,94,0,0,23,0,143,1,16,1,120,89,316,H
0,1,7,0,0,2,3,2,0,0,0,9,11,32,H
0,9,173,0,0,8,0,89,0,6,1,117,41,94,H
0,2,10,0,0,2,0,19,0,0,0,12,14,22,H
0,13,137,0,0,18,0,158,1,10,4,209,125,326,H
0,3,15,0,0,1,0,14,0,0,0,3,32,39,H
0,2,13,0,0,1,0,8,0,3,0,14,13,29,H
0,1,10,0,0,6,0,12,0,0,0,14,12,32,H
0,1,32,2,0,9,0,32,1,0,9,27,39,102,H
0,14,149,0,2,30,0,218,0,4,3,146,127,386,H
0,2,18,0,0,3,0,6,0,0,3,19,2,24,H
0,35,381,0,0,37,1,382,4,14,9,416,302,673,H
0,2,21,0,0,9,0,23,4,0,5,17,2,57,H
0,0,2,0,0,1,0,3,0,0,1,4,5,5,H
0,0,28,0,0,1,0,36,0,0,4,23,23,68,H
0,0,2,0,0,21,0,40,0,0,41,24,4,44,H
0,0,1,0,0,1,0,1,0,0,1,2,3,1,H
0,0,1,0,0,1,0,0,0,0,1,1,2,1,H
0,1,65,0,0,5,0,59,1,1,1,41,41,102,H
0,0,22,0,0,1,0,37,0,0,7,23,29,66,H
0,0,19,0,0,1,0,26,0,0,5,21,26,52,H
0,0,15,0,0,1,0,29,0,0,5,19,27,54,H
0,0,19,0,0,4,0,24,1,0,4,21,20,38,H
0,9,2,0,0,0,0,12,0,0,1,20,6,29,H
0,0,7,0,0,1,4,0,0,0,19,1,9,5,H
0,0,23,0,0,33,0,16,0,0,6,22,7,31,H
